O,D,weight
2311504,2304707,23.0
2311504,2304954,97.0
2311504,2305001,29.0
2311504,2305100,77.0
2311504,2305233,364.0
2311504,2305266,30.0
2311504,2305308,98.0
2311504,2305332,22.0
2311504,2305357,146.0
2311504,2305407,47.0
2311504,2305506,212.0
2311504,2305605,39.0
2311504,2305654,4.0
2311504,2305704,20.0
2311504,2305803,15.0
2311504,2306009,51.0
2311504,2306108,22.0
2311504,2306207,64.0
2311504,2306256,538.0
2311504,2306306,74.0
2311504,2306405,117.0
2311504,2306504,20.0
2311504,2306553,43.0
2311504,2306702,85.0
2311504,2306801,10.0
2311504,2306900,659.0
2311504,2307007,325.0
2311504,2307106,129.0
2311504,2307205,48.0
2311504,2307304,877.0
2311504,2307403,43.0
2311504,2307502,44.0
2311504,2307601,6432.0
2311504,2307650,2769.0
2311504,2307700,292.0
2311504,2307809,5.0
2311504,2308005,41.0
2311504,2308104,90.0
2311504,2308302,78.0
2311504,2308351,80.0
2311504,2308401,115.0
2311504,2308500,56.0
2311504,2308609,19.0
2311504,2308708,1594.0
2311504,2309003,1.0
2311504,2309102,32.0
2311504,2309201,84.0
2311504,2309300,25.0
2311504,2309458,90.0
2311504,2309508,6.0
2311504,2309607,201.0
2311504,2309706,242.0
2311504,2309805,84.0
2311504,2310001,446.0
2311504,2310100,29.0
2311504,2310209,32.0
2311504,2310258,34.0
2311504,2310308,17.0
2311504,2310407,6.0
2311504,2310506,53.0
2311504,2310605,39.0
2311504,2310704,21.0
2311504,2310803,37.0
2311504,2310852,42.0
2311504,2310902,55.0
2311504,2311009,3.0
2311504,2311108,22.0
2311504,2311207,41.0
2311504,2311306,509.0
2311504,2311355,7.0
2311504,2311405,149.0
2311504,2311603,138.0
2311504,2311801,4636.0
2311504,2311900,2.0
2311504,2311959,16.0
2311504,2312007,3.0
2311504,2312106,68.0
2311504,2312205,5.0
2311504,2312304,44.0
2311504,2312403,175.0
2311504,2312502,679.0
2311504,2312601,8.0
2311504,2312700,27.0
2311504,2312908,230.0
2311504,2313005,46.0
2311504,2313104,2617.0
2311504,2313203,7.0
2311504,2313252,1.0
2311504,2313302,48.0
2311504,2313351,6.0
2311504,2313401,60.0
2311504,2313500,20.0
2311504,2313609,41.0
2311504,2313708,6.0
2311504,2313906,4.0
2311504,2313955,59.0
2311504,2314003,84.0
2311504,2314102,25.0
2311603,2300150,4636.0
2311603,2300200,11.0
2311603,2300309,54.0
2311603,2300705,15.0
2311603,2300754,7.0
2311603,2300903,4.0
2311603,2301000,1592.0
2311603,2301109,90.0
2311603,2301208,1190.0
2311603,2301307,6.0
2311603,2301406,102.0
2311603,2301901,17.0
2311603,2301950,1447.0
2311603,2302008,5.0
2311603,2302107,964.0
2311603,2302206,73.0
2311603,2302305,21.0
2311603,2302404,45.0
2311603,2302503,13.0
2311603,2302602,22.0
2311603,2302701,20.0
2311603,2302800,39.0
2311603,2302909,721.0
2311603,2303006,5.0
2311603,2303204,10.0
2311603,2303303,4.0
2311603,2303402,178.0
2311603,2303501,183.0
2311603,2303709,803.0
2311603,2303808,3.0
2311603,2303907,6.0
2311603,2303931,2.0
2311603,2303956,262.0
2311603,2304004,3.0
2311603,2304103,92.0
2311603,2304202,112.0
2311603,2304236,67.0
2311603,2304251,14.0
2311603,2304269,9.0
2311603,2304285,1923.0
2311603,2304301,11.0
2311603,2304400,13347.0
2311603,2304459,6.0
2311603,2304509,12.0
2311603,2304657,19.0
2311603,2304707,8.0
2311603,2304954,1502.0
2311603,2305001,207.0
2311603,2305100,26.0
2311603,2305233,267.0
2311603,2305266,13.0
2311603,2305308,19.0
2311603,2305407,31.0
2311603,2305506,15.0
2311603,2305704,13.0
2311603,2305803,356.0
2311603,2305902,14.0
2311603,2306009,10.0
2311603,2306108,7.0
2311603,2306256,401.0
2311603,2306306,24.0
2311603,2306405,96.0
2311603,2306504,715.0
2311603,2306553,7.0
2311603,2306603,1.0
2311603,2306702,11.0
2311603,2306900,23.0
2311603,2307007,29.0
2311603,2307254,46.0
2311603,2307304,168.0
2311603,2307403,57.0
2311603,2307601,74.0
2311603,2307635,15.0
2311603,2307650,5245.0
2311603,2307700,472.0
2311603,2307809,45.0
2311603,2308005,37.0
2311603,2308104,9.0
2311603,2308302,8.0
2311603,2308351,22.0
2311603,2308401,9.0
2311603,2308500,6.0
2311603,2308609,13.0
2311603,2308708,899.0
2311603,2309003,23.0
2311603,2309102,74.0
2311603,2309201,8.0
2311603,2309409,24.0
2311603,2309458,20.0
2311603,2309508,12.0
2311603,2309607,581.0
2311603,2309706,391.0
2311603,2309805,49.0
2311603,2309904,9.0
2311603,2310001,5.0
2311603,2310100,26.0
2311603,2310209,21.0
2311603,2310506,27.0
2311603,2310704,48.0
2311603,2310803,1.0
2311603,2310852,14.0
2311603,2311009,28.0
2311603,2311306,196.0
2311603,2311405,55.0
2311603,2311504,9.0
2311603,2311702,197.0
2311603,2311801,50.0
2311603,2311900,43.0
2311603,2312106,6.0
2311603,2312304,457.0
2311603,2312403,26.0
2311603,2312502,6.0
2311603,2312700,9.0
2311603,2312908,73.0
2311603,2313005,20.0
2311603,2313104,30.0
2311603,2313203,13.0
2311603,2313302,20.0
2311603,2313401,154.0
2311603,2313500,14.0
2311603,2313559,6.0
2311603,2313609,68.0
2311603,2313807,6.0
2311603,2313955,8.0
2311603,2314003,45.0
2311603,2314102,159.0
2311702,2300200,1.0
2311702,2300309,7.0
2311702,2300507,11.0
2311702,2301000,576.0
2311702,2301257,109.0
2311702,2301950,1.0
2311702,2302057,54.0
2311702,2302404,82.0
2311702,2302503,133.0
2311702,2302800,2.0
2311702,2303105,1754.0
2311702,2303402,574.0
2311702,2303709,141.0
2311702,2304004,12.0
2311702,2304103,4.0
2311702,2304202,36.0
2311702,2304236,83.0
2311702,2304285,208.0
2311702,2304350,485.0
2311702,2304400,2756.0
2311702,2304509,7.0
2311702,2304608,157.0
2311702,2304657,1207.0
2311702,2304905,47.0
2311702,2305001,2092.0
2311702,2305209,1135.0
2311702,2305308,504.0
2311702,2305407,5.0
2311702,2305803,577.0
2311702,2305902,2057.0
2311702,2306108,2.0
2311702,2306256,57.0
2311702,2306306,1.0
2311702,2306553,13.0
2311702,2306900,3.0
2311702,2307254,15.0
2311702,2307650,1118.0
2311702,2308005,31.0
2311702,2308203,328.0
2311702,2308302,1.0
2311702,2308377,34.0
2311702,2308708,255.0
2311702,2309003,50.0
2311702,2309300,14.0
2311702,2309607,71.0
2311702,2309904,220.0
2311702,2310209,25.0
2311702,2310258,2.0
2311702,2310951,2920.0
2311702,2311306,27.0
2311702,2311405,21.0
2311702,2311603,68.0
2311702,2312007,259.0
2311702,2312205,852.0
2311702,2312304,145.0
2311702,2312403,2.0
2311702,2312908,1497.0
2311702,2313401,336.0
2311702,2313609,35.0
2311702,2313757,2442.0
2311702,2313906,2.0
2311702,2313955,2326.0
2311702,2314102,76.0
2311801,2300101,48.0
2311801,2300200,1181.0
2311801,2300309,208.0
2311801,2300408,4.0
2311801,2300606,4.0
2311801,2300705,3650.0
2311801,2300754,87.0
2311801,2300903,59.0
2311801,2301000,4003.0
2311801,2301109,17578.0
2311801,2301208,39.0
2311801,2301257,6.0
2311801,2301307,30.0
2311801,2301406,12.0
2311801,2301505,16.0
2311801,2301604,39.0
2311801,2301703,99.0
2311801,2301802,26.0
2311801,2301851,120.0
2311801,2301901,169.0
2311801,2301950,57.0
2311801,2302008,117.0
2311801,2302057,67.0
2311801,2302107,172.0
2311801,2302206,787.0
2311801,2302305,26.0
2311801,2302404,396.0
2311801,2302503,339.0
2311801,2302602,156.0
2311801,2302701,101.0
2311801,2302800,245.0
2311801,2302909,24.0
2311801,2303105,6.0
2311801,2303204,33.0
2311801,2303303,9.0
2311801,2303402,14.0
2311801,2303501,2923.0
2311801,2303600,11.0
2311801,2303709,3405.0
2311801,2303808,42.0
2311801,2303907,32.0
2311801,2303931,10.0
2311801,2303956,107.0
2311801,2304004,8.0
2311801,2304103,2176.0
2311801,2304202,2879.0
2311801,2304251,119.0
2311801,2304269,20.0
2311801,2304277,126.0
2311801,2304285,3739.0
2311801,2304301,29.0
2311801,2304350,65.0
2311801,2304400,31080.0
2311801,2304459,523.0
2311801,2304509,38.0
2311801,2304657,91.0
2311801,2304707,73.0
2311801,2304806,7.0
2311801,2304905,10.0
2311801,2304954,8.0
2311801,2305001,818.0
2311801,2305100,13.0
2311801,2305209,40.0
2311801,2305233,1222.0
2311801,2305266,16.0
2311801,2305308,67.0
2311801,2305332,146.0
2311801,2305357,1366.0
2311801,2305407,398.0
2311801,2305506,4366.0
2311801,2305605,25.0
2311801,2305654,18.0
2311801,2305704,51.0
2311801,2305803,135.0
2311801,2305902,90.0
2311801,2306009,3968.0
2311801,2306108,31.0
2311801,2306207,1805.0
2311801,2306256,507.0
2311801,2306306,184.0
2311801,2306405,2445.0
2311801,2306504,19.0
2311801,2306553,134.0
2311801,2306603,8.0
2311801,2306702,2573.0
2311801,2306801,629.0
2311801,2306900,8970.0
2311801,2307007,12687.0
2311801,2307106,78.0
2311801,2307205,45.0
2311801,2307254,119.0
2311801,2307304,4511.0
2311801,2307403,42.0
2311801,2307502,143.0
2311801,2307601,22856.0
2311801,2307635,62.0
2311801,2307650,7511.0
2311801,2307700,3384.0
2311801,2307809,91.0
2311801,2307908,15.0
2311801,2308005,93.0
2311801,2308104,183.0
2311801,2308203,108.0
2311801,2308302,163.0
2311801,2308351,10.0
2311801,2308401,90.0
2311801,2308500,99.0
2311801,2308609,104.0
2311801,2308708,14296.0
2311801,2308807,3.0
2311801,2308906,50.0
2311801,2309003,47.0
2311801,2309102,26.0
2311801,2309201,42.0
2311801,2309300,183.0
2311801,2309409,119.0
2311801,2309458,70.0
2311801,2309508,123.0
2311801,2309607,2700.0
2311801,2309706,242.0
2311801,2309805,15.0
2311801,2309904,12.0
2311801,2310001,4953.0
2311801,2310100,19.0
2311801,2310209,171.0
2311801,2310258,82.0
2311801,2310308,114.0
2311801,2310407,80.0
2311801,2310506,63.0
2311801,2310605,45.0
2311801,2310704,85.0
2311801,2310803,702.0
2311801,2310852,140.0
2311801,2310902,26.0
2311801,2311009,22.0
2311801,2311108,77.0
2311801,2311231,284.0
2311801,2311264,84.0
2311801,2311306,4617.0
2311801,2311355,18.0
2311801,2311405,356.0
2311801,2311504,10104.0
2311801,2311603,59.0
2311801,2311702,18.0
2311801,2311900,9.0
2311801,2311959,20.0
2311801,2312007,64.0
2311801,2312106,15.0
2311801,2312205,149.0
2311801,2312304,174.0
2311801,2312403,188.0
2311801,2312502,296.0
2311801,2312601,12.0
2311801,2312700,69.0
2311801,2312809,14.0
2311801,2312908,3418.0
2311801,2313005,79.0
2311801,2313104,5448.0
2311801,2313203,47.0
2311801,2313302,176.0
2311801,2313401,2268.0
2311801,2313500,122.0
2311801,2313559,13.0
2311801,2313609,109.0
2311801,2313708,24.0
2311801,2313757,2.0
2311801,2313807,79.0
2311801,2313906,31.0
2311801,2313955,28.0
2311801,2314003,124.0
2311801,2314102,127.0
2311900,2300309,225.0
2311900,2300408,70.0
2311900,2300804,14.0
2311900,2301000,231.0
2311900,2301604,25.0
2311900,2301901,264.0
2311900,2302602,4.0
2311900,2303303,29.0
2311900,2303600,101.0
2311900,2303709,69.0
2311900,2304202,374.0
2311900,2304285,50.0
2311900,2304301,9.0
2311900,2304400,730.0
2311900,2305506,721.0
2311900,2306256,93.0
2311900,2306900,29.0
2311900,2307304,1208.0
2311900,2307403,48.0
2311900,2307635,3.0
2311900,2307650,779.0
2311900,2308708,80.0
2311900,2310902,28.0
2311900,2311306,31.0
2311900,2313005,37.0
2311900,2313302,49.0
2311900,2314003,1.0
2311900,2314102,15.0
2311959,2300408,3.0
2311959,2300804,74.0
2311959,2301000,233.0
2311959,2301307,9.0
2311959,2301901,463.0
2311959,2302404,18.0
2311959,2302701,404.0
2311959,2303709,36.0
2311959,2304202,470.0
2311959,2304285,60.0
2311959,2304400,860.0
2311959,2305506,130.0
2311959,2306256,42.0
2311959,2307304,1316.0
2311959,2307650,833.0
2311959,2308500,3.0
2311959,2312908,1.0
2311959,2313104,82.0
2312007,2300200,40.0
2312007,2301000,727.0
2312007,2301604,1.0
2312007,2301851,4.0
2312007,2302404,147.0
2312007,2302602,1298.0
2312007,2302800,4.0
2312007,2303105,20.0
2312007,2303709,85.0
2312007,2304004,138.0
2312007,2304202,76.0
2312007,2304251,15.0
2312007,2304285,191.0
2312007,2304350,389.0
2312007,2304400,2528.0
2312007,2304707,175.0
2312007,2305803,48.0
2312007,2306108,17.0
2312007,2306256,68.0
2312007,2306405,260.0
2312007,2306553,73.0
2312007,2306900,4.0
2312007,2307304,52.0
2312007,2307650,2060.0
2312007,2307809,37.0
2312007,2307908,715.0
2312007,2308005,959.0
2312007,2308104,1.0
2312007,2308203,11.0
2312007,2308708,236.0
2312007,2308807,476.0
2312007,2308906,999.0
2312007,2309300,29.0
2312007,2309706,7.0
2312007,2310258,39.0
2312007,2310704,21.0
2312007,2311306,6.0
2312007,2311405,25.0
2312007,2311801,51.0
2312007,2312403,49.0
2312007,2312809,587.0
2312007,2312908,4010.0
2312007,2313401,119.0
2312007,2313559,26.0
2312007,2313757,8.0
2312007,2313906,153.0
2312007,2313955,16.0
2312106,2300309,49.0
2312106,2300408,1.0
2312106,2300606,18.0
2312106,2300705,4.0
2312106,2301000,152.0
2312106,2301109,4.0
2312106,2301307,11.0
2312106,2301604,55.0
2312106,2301901,425.0
2312106,2302206,14.0
2312106,2302503,3.0
2312106,2303402,3.0
2312106,2303808,6.0
2312106,2304202,694.0
2312106,2304236,1.0
2312106,2304301,13.0
2312106,2304400,501.0
2312106,2304657,1.0
2312106,2305407,17.0
2312106,2305506,87.0
2312106,2305704,2.0
2312106,2306009,3.0
2312106,2306405,4.0
2312106,2306801,13.0
2312106,2307007,4.0
2312106,2307304,1662.0
2312106,2307502,2.0
2312106,2307601,9.0
2312106,2307650,436.0
2312106,2308203,2.0
2312106,2308401,4.0
2312106,2308708,194.0
2312106,2309201,287.0
2312106,2309409,8.0
2312106,2309508,6.0
2312106,2310209,8.0
2312106,2310308,1.0
2312106,2310506,1.0
2312106,2311231,11.0
2312106,2311306,7.0
2312106,2311355,10.0
2312106,2311959,6.0
2312106,2312502,3.0
2312106,2312908,13.0
2312106,2313302,3.0
2312205,2300200,79.0
2312205,2300309,109.0
2312205,2300408,2.0
2312205,2300507,31.0
2312205,2300606,34.0
2312205,2300804,30.0
2312205,2301000,1064.0
2312205,2301109,31.0
2312205,2301208,10.0
2312205,2301257,139.0
2312205,2301307,24.0
2312205,2301604,17.0
2312205,2301851,47.0
2312205,2301901,33.0
2312205,2302008,9.0
2312205,2302107,14.0
2312205,2302206,8.0
2312205,2302305,10.0
2312205,2302404,348.0
2312205,2302503,70.0
2312205,2302602,995.0
2312205,2302701,22.0
2312205,2302800,429.0
2312205,2303006,44.0
2312205,2303105,231.0
2312205,2303204,4.0
2312205,2303303,6.0
2312205,2303402,42.0
2312205,2303501,26.0
2312205,2303659,2987.0
2312205,2303709,428.0
2312205,2303907,6.0
2312205,2303931,24.0
2312205,2304004,53.0
2312205,2304103,528.0
2312205,2304202,135.0
2312205,2304236,592.0
2312205,2304251,23.0
2312205,2304269,12.0
2312205,2304285,761.0
2312205,2304350,2028.0
2312205,2304400,8964.0
2312205,2304509,50.0
2312205,2304657,690.0
2312205,2304707,21.0
2312205,2304905,665.0
2312205,2305001,670.0
2312205,2305209,4603.0
2312205,2305233,36.0
2312205,2305308,264.0
2312205,2305407,21.0
2312205,2305506,85.0
2312205,2305605,44.0
2312205,2305803,1015.0
2312205,2305902,1261.0
2312205,2306108,52.0
2312205,2306256,178.0
2312205,2306306,50.0
2312205,2306405,300.0
2312205,2306553,20.0
2312205,2306603,108.0
2312205,2306801,10.0
2312205,2306900,28.0
2312205,2307007,42.0
2312205,2307106,15.0
2312205,2307254,22.0
2312205,2307304,257.0
2312205,2307403,14.0
2312205,2307601,123.0
2312205,2307635,7.0
2312205,2307650,2883.0
2312205,2307700,56.0
2312205,2307809,16.0
2312205,2307908,235.0
2312205,2308005,195.0
2312205,2308104,12.0
2312205,2308203,234.0
2312205,2308377,7.0
2312205,2308401,21.0
2312205,2308500,42.0
2312205,2308609,1123.0
2312205,2308708,730.0
2312205,2308906,9.0
2312205,2309003,58.0
2312205,2309201,10.0
2312205,2309300,1790.0
2312205,2309409,25.0
2312205,2309458,11.0
2312205,2309508,43.0
2312205,2309607,114.0
2312205,2309805,11.0
2312205,2309904,40.0
2312205,2310258,140.0
2312205,2310308,12.0
2312205,2310407,29.0
2312205,2310506,15.0
2312205,2310803,8.0
2312205,2310902,15.0
2312205,2310951,218.0
2312205,2311009,532.0
2312205,2311207,6.0
2312205,2311264,16.0
2312205,2311306,97.0
2312205,2311405,19.0
2312205,2311603,19.0
2312205,2311702,326.0
2312205,2311801,121.0
2312205,2311959,10.0
2312205,2312007,61.0
2312205,2312106,7.0
2312205,2312304,390.0
2312205,2312700,16.0
2312205,2312908,6310.0
2312205,2313005,12.0
2312205,2313104,11.0
2312205,2313203,1652.0
2312205,2313252,5.0
2312205,2313302,87.0
2312205,2313401,452.0
2312205,2313500,22.0
2312205,2313609,153.0
2312205,2313757,13.0
2312205,2313906,166.0
2312205,2313955,800.0
2312205,2314102,85.0
2312304,2300200,264.0
2312304,2300309,31.0
2312304,2300754,17.0
2312304,2301000,1467.0
2312304,2301109,348.0
2312304,2301257,1137.0
2312304,2301406,50.0
2312304,2301901,39.0
2312304,2302057,58.0
2312304,2302107,42.0
2312304,2302305,33.0
2312304,2302404,215.0
2312304,2302503,19.0
2312304,2302602,300.0
2312304,2302800,51.0
2312304,2303105,726.0
2312304,2303402,5510.0
2312304,2303501,364.0
2312304,2303659,2065.0
2312304,2303709,455.0
2312304,2303808,15.0
2312304,2303907,104.0
2312304,2304004,2052.0
2312304,2304103,3414.0
2312304,2304202,156.0
2312304,2304236,4855.0
2312304,2304251,51.0
2312304,2304285,1413.0
2312304,2304350,1228.0
2312304,2304400,12501.0
2312304,2304459,7.0
2312304,2304509,1653.0
2312304,2304608,8.0
2312304,2304657,3177.0
2312304,2304707,326.0
2312304,2304905,119.0
2312304,2305001,6607.0
2312304,2305209,397.0
2312304,2305266,12.0
2312304,2305308,4261.0
2312304,2305407,16.0
2312304,2305506,64.0
2312304,2305605,2677.0
2312304,2305654,208.0
2312304,2305803,4878.0
2312304,2305902,6162.0
2312304,2306108,75.0
2312304,2306256,128.0
2312304,2306306,106.0
2312304,2306405,351.0
2312304,2306504,54.0
2312304,2306553,27.0
2312304,2306603,1.0
2312304,2306702,14.0
2312304,2306900,16.0
2312304,2307007,13.0
2312304,2307106,38.0
2312304,2307254,44.0
2312304,2307304,331.0
2312304,2307601,5.0
2312304,2307650,3415.0
2312304,2307700,187.0
2312304,2307809,22.0
2312304,2308005,96.0
2312304,2308203,93.0
2312304,2308377,73.0
2312304,2308609,1250.0
2312304,2308708,1103.0
2312304,2308906,2.0
2312304,2309003,2606.0
2312304,2309300,1043.0
2312304,2309409,376.0
2312304,2309607,42.0
2312304,2309706,14.0
2312304,2309904,1800.0
2312304,2310001,4.0
2312304,2310209,10.0
2312304,2310258,11.0
2312304,2310308,74.0
2312304,2310506,181.0
2312304,2310704,42.0
2312304,2310803,163.0
2312304,2310951,316.0
2312304,2311009,2203.0
2312304,2311264,94.0
2312304,2311306,103.0
2312304,2311405,119.0
2312304,2311702,1130.0
2312304,2311801,95.0
2312304,2311900,11.0
2312304,2312007,12.0
2312304,2312205,4666.0
2312304,2312700,50.0
2312304,2312908,6135.0
2312304,2313005,8.0
2312304,2313104,425.0
2312304,2313203,1863.0
2312304,2313302,195.0
2312304,2313401,7458.0
2312304,2313609,5110.0
2312304,2313955,773.0
2312304,2314102,1080.0
2312403,2300101,28.0
2312403,2300150,69.0
2312403,2300200,483.0
2312403,2300309,32.0
2312403,2300408,4.0
2312403,2300606,5.0
2312403,2300705,20.0
2312403,2300754,171.0
2312403,2300903,81.0
2312403,2301000,2739.0
2312403,2301109,608.0
2312403,2301307,14.0
2312403,2301406,5.0
2312403,2301604,4.0
2312403,2301703,7.0
2312403,2301802,3.0
2312403,2301851,8.0
2312403,2301901,358.0
2312403,2301950,21.0
2312403,2302008,14.0
2312403,2302057,38.0
2312403,2302107,101.0
2312403,2302206,247.0
2312403,2302305,84.0
2312403,2302404,91.0
2312403,2302503,397.0
2312403,2302602,69.0
2312403,2302701,6.0
2312403,2302800,52.0
2312403,2302909,16.0
2312403,2303105,2.0
2312403,2303204,3.0
2312403,2303303,205.0
2312403,2303402,35.0
2312403,2303501,126.0
2312403,2303659,6.0
2312403,2303709,10627.0
2312403,2303808,25.0
2312403,2303907,25.0
2312403,2303956,169.0
2312403,2304004,14.0
2312403,2304103,294.0
2312403,2304202,165.0
2312403,2304236,21.0
2312403,2304251,47.0
2312403,2304269,3.0
2312403,2304277,4.0
2312403,2304285,6554.0
2312403,2304301,16.0
2312403,2304350,119.0
2312403,2304400,49006.0
2312403,2304459,90.0
2312403,2304509,24.0
2312403,2304608,7.0
2312403,2304657,10.0
2312403,2304707,89.0
2312403,2304905,8.0
2312403,2304954,200.0
2312403,2305001,587.0
2312403,2305100,13.0
2312403,2305209,10.0
2312403,2305233,724.0
2312403,2305266,6.0
2312403,2305308,295.0
2312403,2305357,214.0
2312403,2305407,72.0
2312403,2305506,467.0
2312403,2305605,20.0
2312403,2305704,8.0
2312403,2305803,90.0
2312403,2305902,6.0
2312403,2306009,39.0
2312403,2306108,112.0
2312403,2306207,13.0
2312403,2306256,747.0
2312403,2306306,623.0
2312403,2306405,1367.0
2312403,2306553,225.0
2312403,2306603,11.0
2312403,2306702,2.0
2312403,2306801,18.0
2312403,2306900,93.0
2312403,2307007,142.0
2312403,2307106,4.0
2312403,2307254,159.0
2312403,2307304,739.0
2312403,2307403,47.0
2312403,2307502,288.0
2312403,2307601,1465.0
2312403,2307635,15.0
2312403,2307650,9939.0
2312403,2307700,573.0
2312403,2307809,807.0
2312403,2307908,27.0
2312403,2308005,16.0
2312403,2308104,129.0
2312403,2308203,27.0
2312403,2308302,152.0
2312403,2308351,37.0
2312403,2308377,206.0
2312403,2308401,324.0
2312403,2308500,17.0
2312403,2308609,9.0
2312403,2308708,1169.0
2312403,2308807,6.0
2312403,2308906,19.0
2312403,2309003,9.0
2312403,2309102,295.0
2312403,2309201,5.0
2312403,2309300,7.0
2312403,2309458,9.0
2312403,2309508,40.0
2312403,2309607,70.0
2312403,2309706,239.0
2312403,2310100,60.0
2312403,2310209,3390.0
2312403,2310258,2965.0
2312403,2310308,4.0
2312403,2310407,533.0
2312403,2310506,19.0
2312403,2310605,5.0
2312403,2310704,1524.0
2312403,2310852,81.0
2312403,2311108,18.0
2312403,2311207,6.0
2312403,2311231,5.0
2312403,2311264,29.0
2312403,2311306,226.0
2312403,2311355,8.0
2312403,2311405,170.0
2312403,2311504,749.0
2312403,2311603,206.0
2312403,2311702,88.0
2312403,2311801,592.0
2312403,2312007,78.0
2312403,2312106,20.0
2312403,2312205,30.0
2312403,2312304,392.0
2312403,2312502,74.0
2312403,2312601,533.0
2312403,2312700,20.0
2312403,2312908,2291.0
2312403,2313005,32.0
2312403,2313104,111.0
2312403,2313203,15.0
2312403,2313302,39.0
2312403,2313401,1467.0
2312403,2313500,669.0
2312403,2313559,38.0
2312403,2313609,702.0
2312403,2313757,121.0
2312403,2313807,111.0
2312403,2313906,459.0
2312403,2313955,24.0
2312403,2314003,26.0
2312403,2314102,391.0
2312502,2300705,123.0
2312502,2301000,186.0
2312502,2301109,108.0
2312502,2304277,27.0
2312502,2304285,274.0
2312502,2304400,1085.0
2312502,2306009,36.0
2312502,2306256,60.0
2312502,2306801,56.0
2312502,2306900,267.0
2312502,2307304,72.0
2312502,2307601,392.0
2312502,2307650,381.0
2312502,2308708,187.0
2312502,2309607,20.0
2312502,2310209,2.0
2312502,2312403,174.0
2312502,2313104,406.0
2312601,2300200,17.0
2312601,2300754,52.0
2312601,2301000,300.0
2312601,2302206,51.0
2312601,2302404,50.0
2312601,2302800,7.0
2312601,2303709,246.0
2312601,2304285,470.0
2312601,2304400,3249.0
2312601,2305233,2.0
2312601,2305506,22.0
2312601,2306108,8.0
2312601,2306256,107.0
2312601,2306306,59.0
2312601,2306405,532.0
2312601,2306553,53.0
2312601,2307650,1195.0
2312601,2307700,5.0
2312601,2308302,16.0
2312601,2308708,290.0
2312601,2309706,19.0
2312601,2310209,97.0
2312601,2310258,94.0
2312601,2310407,11.0
2312601,2310704,81.0
2312601,2312403,690.0
2312601,2312908,157.0
2312601,2313500,61.0
2312601,2313559,25.0
2312601,2313757,142.0
2312601,2313807,20.0
2312700,2300101,18.0
2312700,2300150,773.0
2312700,2300200,43.0
2312700,2300309,1639.0
2312700,2300606,9.0
2312700,2300705,13.0
2312700,2300754,12.0
2312700,2300804,23.0
2312700,2300903,10.0
2312700,2301000,833.0
2312700,2301109,50.0
2312700,2301208,134.0
2312700,2301604,12.0
2312700,2301703,80.0
2312700,2301851,170.0
2312700,2301901,459.0
2312700,2301950,6.0
2312700,2302008,145.0
2312700,2302107,76.0
2312700,2302206,45.0
2312700,2302305,104.0
2312700,2302404,2295.0
2312700,2302503,122.0
2312700,2302602,145.0
2312700,2302701,24.0
2312700,2302800,110.0
2312700,2302909,116.0
2312700,2303006,12.0
2312700,2303105,21.0
2312700,2303204,23.0
2312700,2303303,1441.0
2312700,2303402,4.0
2312700,2303501,120.0
2312700,2303600,24.0
2312700,2303659,14.0
2312700,2303709,222.0
2312700,2303808,72.0
2312700,2303931,207.0
2312700,2303956,22.0
2312700,2304103,153.0
2312700,2304202,1094.0
2312700,2304236,10.0
2312700,2304251,18.0
2312700,2304269,2352.0
2312700,2304285,350.0
2312700,2304301,77.0
2312700,2304350,47.0
2312700,2304400,7340.0
2312700,2304459,21.0
2312700,2304509,3.0
2312700,2304657,16.0
2312700,2304707,218.0
2312700,2304905,45.0
2312700,2304954,23.0
2312700,2305001,31.0
2312700,2305209,12.0
2312700,2305233,113.0
2312700,2305266,38.0
2312700,2305308,11.0
2312700,2305332,1291.0
2312700,2305357,47.0
2312700,2305407,205.0
2312700,2305506,2225.0
2312700,2305605,221.0
2312700,2305704,39.0
2312700,2305803,28.0
2312700,2305902,17.0
2312700,2306009,22.0
2312700,2306108,140.0
2312700,2306207,8.0
2312700,2306256,117.0
2312700,2306306,14.0
2312700,2306405,58.0
2312700,2306504,12.0
2312700,2306553,19.0
2312700,2306702,275.0
2312700,2306801,34.0
2312700,2306900,275.0
2312700,2307007,35.0
2312700,2307106,8.0
2312700,2307205,12.0
2312700,2307304,3577.0
2312700,2307403,1009.0
2312700,2307502,48.0
2312700,2307601,170.0
2312700,2307635,520.0
2312700,2307650,2087.0
2312700,2307700,79.0
2312700,2307809,20.0
2312700,2308005,14.0
2312700,2308104,169.0
2312700,2308203,128.0
2312700,2308302,341.0
2312700,2308351,2031.0
2312700,2308377,305.0
2312700,2308401,44.0
2312700,2308500,802.0
2312700,2308609,40.0
2312700,2308708,1538.0
2312700,2308906,20.0
2312700,2309003,5.0
2312700,2309300,79.0
2312700,2309409,44.0
2312700,2309508,29.0
2312700,2309607,124.0
2312700,2309706,16.0
2312700,2309805,12.0
2312700,2310001,21.0
2312700,2310258,29.0
2312700,2310308,133.0
2312700,2310506,833.0
2312700,2310605,9.0
2312700,2310704,115.0
2312700,2310803,193.0
2312700,2310902,1197.0
2312700,2311108,108.0
2312700,2311207,24.0
2312700,2311231,2.0
2312700,2311264,14.0
2312700,2311306,1437.0
2312700,2311355,1037.0
2312700,2311405,4986.0
2312700,2311504,12.0
2312700,2311603,33.0
2312700,2311801,103.0
2312700,2311959,33.0
